"dataId","query","queryOriginal"
945,"Vietnam Saigon Fabric & Garment Accessories Expo","Vietnam Saigon Fabric & Garment Accessories Expo越南西貢布料及製衣配件展覽會"
946,"Intertextile Shanghai Apparel Fabrics(Autumn) - China International Trade Fair for Apparel Fabrics and Accessories ()","Intertextile Shanghai Apparel Fabrics(Autumn) - China International Trade Fair for Apparel Fabrics and Accessories中國國際紡織面料及輔料博覽會 (秋冬)"
947,"Mega Show Paris-","Mega Show Paris巴黎-亞洲產品展"
948,"Japan International Boatshow","Japan International Boatshow"
949,"IJSBA WORLD FINALS","IJSBA WORLD FINALS"
950,"Miami International Boat Show & Strictly Sail","Miami International Boat Show & Strictly Sail美國邁阿密國際遊艇展"
951,"ICAST - International Convention of Allied Sportfishing Trades","ICAST - International Convention of Allied Sportfishing Trades"
952,"The International Boatbuilders' Exhibition and Conference (IBEX)","The International Boatbuilders' Exhibition and Conference (IBEX)"
953,"Triple Tree Aerodrome Joe Nall Week","Triple Tree Aerodrome Joe Nall Week"
954,"ILF - Indo Leather & Footwear","ILF - Indo Leather & Footwear印尼國際皮革與製鞋工業展"
955,"Vietnam Saigon Textile & Garment Industry Expo","Vietnam Saigon Textile & Garment Industry Expo越南西貢紡織及製衣工業展覽會"
956,"Texprocess Frankfurt","Texprocess Frankfurt"
957,"DOMOTEX HANNOVER - The World of Flooring","DOMOTEX HANNOVER - The World of Flooring德國漢諾威地毯、板材及地磚大展"
958,"Torque-Expo Singapore","Torque-Expo Singapore"
959,"COMMS CONNECT ","COMMS CONNECT "
960,"Broadband World Forum-Berlin","Broadband World Forum-Berlin"
961,"SID Display Week - The Society of Information Display","SID Display Week - The Society of Information Display"
962,"SHOES & LEATHER VIETNAM - International Shoes & Leather Exhibition/","SHOES & LEATHER VIETNAM - International Shoes & Leather Exhibition越南國際鞋類/皮革與工業設備展覽會"
963,"KID'S TIME - International Fair of Toys and Products for Mother and Child","KID'S TIME - International Fair of Toys and Products for Mother and Child"
964,"IFPE - International Exposition and Technical Conference for Power Transmission","IFPE - International Exposition and Technical Conference for Power Transmission美國國際流體傳動與控制展覽會"
965,"IMTOS - India Machine Tools Show","IMTOS - India Machine Tools Show"
966,"TPS - Turbomachinery & Pump Symposia","TPS - Turbomachinery & Pump Symposia"
967,"CHEM-Show / CPI Exposition - Chemical Process Industries Exposition","CHEM-Show / CPI Exposition - Chemical Process Industries Exposition"
968,"Automechanika Johannesburg","Automechanika Johannesburg約翰尼斯保堡國際汽車零配件、維修工具及檢測設備展"
969,"OSAKA MOTOR SHOW","OSAKA MOTOR SHOW"
970,"Hong Kong International Home Textiles and Furnishings Fair","Hong Kong International Home Textiles and Furnishings Fair香港國際家用紡織品展"
971,"DELHIWOOD - International Trade Fair for Woodworking Machinery, Tools, Fittings, Accessories, Raw Materials and Porducts","DELHIWOOD - International Trade Fair for Woodworking Machinery, Tools, Fittings, Accessories, Raw Materials and Porducts"
972,"NACV Show-North American Commercial Vehicle Show","NACV Show-North American Commercial Vehicle Show"
973,"EDIX - Educational IT Solutions Expo","EDIX - Educational IT Solutions Expo"
974,"NEOCON and Office Expo by OFDA - National Exposition of Contract Interior Furnishings","NEOCON and Office Expo by OFDA - National Exposition of Contract Interior Furnishings美國芝加哥國際辦公家具暨室內裝潢展"
975,"ISTE - International Society for Technology in Education ","ISTE - International Society for Technology in Education "
976,"IRAN CONFAIR - International Exhibition of Building and Construction Industry ","IRAN CONFAIR - International Exhibition of Building and Construction Industry "
977,"Furnitec & Hardware Vietnam - Vietnam Int’l Furniture Accessories, Hardware & Tools Exhibition","Furnitec & Hardware Vietnam - Vietnam Int’l Furniture Accessories, Hardware & Tools Exhibition"
978,"UNIBIKE - International Bicycle Fair","UNIBIKE - International Bicycle Fair"
979,"Ferroforma - International Hardware Exhibition","Ferroforma - International Hardware Exhibition"
980,"METALLOOBRABOTKA - International Exhibition on Metalworking Equipment and Supply","METALLOOBRABOTKA - International Exhibition on Metalworking Equipment and Supply俄羅斯國際金屬加工機械展"
981,"CIEF Phase 3 - China Import and Export Fair Phase 3 (Autumn)－（）","CIEF Phase 3 - China Import and Export Fair Phase 3 (Autumn)中國進出口商品交易會－第三期（秋季廣交會）"
982,"Kitchen & Bath China - Fachmesse fur Kuchen- und Badausstattung","Kitchen & Bath China - Fachmesse fur Kuchen- und Badausstattung中國國際廚房、衛浴設施展覽會"
983,"China Information Technology Expo ","China Information Technology Expo 中國電子信息博覽會"
984,"IIC - China Fall Exhibition","IIC - China Fall Exhibition電子工程盛會"
985,"CFET(518) - The Cross Straits Fair For Economy And Trade","CFET(518) - The Cross Straits Fair For Economy And Trade海峽兩岸經貿交易會"
986,"interzum Guangzhou - International Trade Fair for Furniture Production","interzum Guangzhou - International Trade Fair for Furniture Production中國廣州國際木工機械暨家俱配料展覽會"
987,"EUROSPINE (Denmark)","EUROSPINE (Denmark)"
988,"Serigrafia SIGN FutureTEXTIL ","Serigrafia SIGN FutureTEXTIL 巴西聖保羅國際廣告展"
989,"Intercon","Intercon"
990,"Flow Control Exchange","Flow Control Exchange"
991,"ISC BRASIL(ISC Brazil)","ISC BRASIL巴西國際安全科技專業大展(ISC Brazil)"
992,"FENASAN - National Exhibition on Sanitation and Environment Services","FENASAN - National Exhibition on Sanitation and Environment Services"
993,"FESPA BRASIL","FESPA BRASIL"
994,"REVESTIR - Brazilian Coverings Exhibition","REVESTIR - Brazilian Coverings Exhibition"
995,"Tecnotextil Brazil","Tecnotextil Brazil"
996,"ITIF Asia / Agro Asia - International Trade and Industry Fair","ITIF Asia / Agro Asia - International Trade and Industry Fair"
997,"3P Plas Print Pack Pakistan - International Plastic, Printing & Packaging Industry Exhibition ","3P Plas Print Pack Pakistan - International Plastic, Printing & Packaging Industry Exhibition "
998,"JASIS - Japan's Exposition of Analytical Instruments and Solutions","JASIS - Japan's Exposition of Analytical Instruments and Solutions"
999,"Mass-Trans Innovation Japan ","Mass-Trans Innovation Japan "
1000,"MEDICAL JAPAN - International Medical Expo & Conference","MEDICAL JAPAN - International Medical Expo & Conference"
1001,"BATTERY JAPAN - International Rechargeable Battery Expo","BATTERY JAPAN - International Rechargeable Battery Expo日本國際二次電池展覽會"
1002,"BIOtech Japan","BIOtech Japan"
1003,"FC EXPO - International Hydrogen & Fuel Cell Expo & Conference/","FC EXPO - International Hydrogen & Fuel Cell Expo & Conference日本國際二次電池展/智慧電網技術展"
1004,"FINETECH JAPAN(FPD Manufacturing Technology Expo) - Internationale Ausstellung fur Prazisionsverfahrenstechnik","FINETECH JAPAN(FPD Manufacturing Technology Expo) - Internationale Ausstellung fur Prazisionsverfahrenstechnik日本東京顯示器製造技術展"
1005,"Franchise Show ","Franchise Show "
1006,"GIFTEX World - Baby & Kids Expo","GIFTEX World - Baby & Kids Expo"
1007,"GIFTEX World - International Variety-Gift Expo Tokyo","GIFTEX World - International Variety-Gift Expo Tokyo"
1008,"Home Care & Rehabilitation Exhibition","Home Care & Rehabilitation Exhibition"
1009,"HOTERES JAPAN - International Hotel & Restaurant Show","HOTERES JAPAN - International Hotel & Restaurant Show"
1010,"IGAS - International Graphic Arts Show","IGAS - International Graphic Arts Show"
1011,"INTERPHEX JAPAN - International Pharmaceutical, Cosmetic and Detergent Manufacturing Technology Expo and Conference","INTERPHEX JAPAN - International Pharmaceutical, Cosmetic and Detergent Manufacturing Technology Expo and Conference"
1012,"ISOT - International Stationery & Office Products Fair Tokyo","ISOT - International Stationery & Office Products Fair Tokyo日本東京國際辦公文具展"
1013,"Japan DIY Homecenter ShowDIY","Japan DIY Homecenter Show東京DIY展"
1014,"Japan IT Week - Consumer IT Products Expo (C-PEX)","Japan IT Week - Consumer IT Products Expo (C-PEX)"
1015,"Japan IT Week - Data Storage Expo(Spring)","Japan IT Week - Data Storage Expo(Spring)"
1016,"Japan IT Week - Wireless M2M Expo","Japan IT Week - Wireless M2M Expo"
1017,"JAPAN PACK - Japan International Packing Machinery Show","JAPAN PACK - Japan International Packing Machinery Show日本國際包裝機械展"
1018,"JAPAN SHOP - International Exhibition for Shop Systems and Fixturing","JAPAN SHOP - International Exhibition for Shop Systems and Fixturing"
1019,"JECA FAIR- Electrical Construction Equipment and Materials Fair","JECA FAIR- Electrical Construction Equipment and Materials Fair"
1020,"MEDTEC Japan","MEDTEC Japan"
1021,"NEPCON-InterNepcon Japan","NEPCON-InterNepcon Japan"
1022,"NEPCON-LED/OLED Lighting Technology Expo /LED","NEPCON-LED/OLED Lighting Technology Expo 日本國際照明/LED技術暨應用大展"
1023,"Private Label Trade Show JAPAN(PB)","Private Label Trade Show JAPAN日本東京商店自有品牌商品交易會(PB開發展)"
1024,"PV EXPO - International Photovoltaic Power Generation Expo","PV EXPO - International Photovoltaic Power Generation Expo日本太陽光電展"
1025,"SMTS - Super Market Trade Show","SMTS - Super Market Trade Show"
1026,"Tokyo Health Industry Show","Tokyo Health Industry Show東京健康產業博覽會"
1027,"Tokyo Motorcycle Show","Tokyo Motorcycle Show"
1028,"WEARABLE EXPO - Wearable Device Technology Expo","WEARABLE EXPO - Wearable Device Technology Expo"
1029,"CAMERA & PHOTO IMAGING SHOW","CAMERA & PHOTO IMAGING SHOW"
1030,"MWE - Microwave Workshops and Exhibition","MWE - Microwave Workshops and Exhibition日本微波電子展"
1031,"OPIE - Optics & Photonics International Exhibition (LENS EXPO)","OPIE - Optics & Photonics International Exhibition (LENS EXPO)"
1032,"HOSPEX JAPAN - International Hospital Engineering Exhibition","HOSPEX JAPAN - International Hospital Engineering Exhibition"
1033,"Vending & Barista Benelux","Vending & Barista Benelux"
1034,"CMTS - Canadian Manufacturing Technology Show","CMTS - Canadian Manufacturing Technology Show"
1035,"Plast-Ex","Plast-Ex"
1036,"FEPE International - Budapest","FEPE International - Budapest"
1037,"Tools & Hardware Indonesia (THI)","Tools & Hardware Indonesia (THI)印尼國際五金手工具展"
1038," Propak Indonesia / Plastics & Rubber Indonesia International Packaging and Printing Machinery Exhibition"," Propak Indonesia / Plastics & Rubber Indonesia International Packaging and Printing Machinery Exhibition印尼國際塑橡膠包裝印刷機械展"
1039,"Asian Paper Jakarta","Asian Paper Jakarta"
1040,"Confirmed Participants of Dental Expo FORIL","Confirmed Participants of Dental Expo FORIL"
1041,"Connect Expo Comm","Connect Expo Comm"
1042,"CPhI South East Asia (Jakarta)","CPhI South East Asia (Jakarta)"
1043,"Deep and Extreme Indonesia","Deep and Extreme Indonesia"
1044,"Electric, Power & Renewable Energy  Indonesia/","Electric, Power & Renewable Energy  Indonesia印尼電力/電子展"
1045,"GESS - Global Educational Supplies & Solutions Indonesia","GESS - Global Educational Supplies & Solutions Indonesia"
1046,"HOSPITAL EXPO","HOSPITAL EXPO"
1047,"IFEX - Indonesia International Furniture Expo","IFEX - Indonesia International Furniture Expo"
1048,"IFMAC (Furniture Manufacturing Components)","IFMAC (Furniture Manufacturing Components)印尼家具製造零配件展"
1049,"IIBT - INDONESIA INTERNATIONAL BUS, TRUCK AND COMPONENTS","IIBT - INDONESIA INTERNATIONAL BUS, TRUCK AND COMPONENTS"
1050,"ILDEX Indonesia","ILDEX Indonesia"
1051,"INATEX - International Textile, Fibres, Yarns, Fabrics, Garments, Home Textile and Textile Accessories Trade FairINATEX","INATEX - International Textile, Fibres, Yarns, Fabrics, Garments, Home Textile and Textile Accessories Trade Fair印尼INATEX國際紡織成衣配件暨製衣機械展"
1052,"INDO AUTOMOTIVE (Max-Asia)","INDO AUTOMOTIVE (Max-Asia)印尼國際機車汽車零配件維修工具展"
1053,"INDO INTERTEX- Indonesia International Textile and Garment Machinery & Accessories Exhibition","INDO INTERTEX- Indonesia International Textile and Garment Machinery & Accessories Exhibition印尼紡織及製衣機械展"
1054,"Indonesia Hardware Show","Indonesia Hardware Show"
1055,"Indonesia International Motor Show (IIMS)","Indonesia International Motor Show (IIMS)"
1056,"International Farming Technology Expo","International Farming Technology Expo"
1057,"International Glass Products, Glass Manufacturing, Processing & Materials Exhibition(Glasstech Asia)","International Glass Products, Glass Manufacturing, Processing & Materials Exhibition(Glasstech Asia)亞太玻璃展"
1058,"International Plastics & Rubber Machinery, Processing & Materials Exhibition (Plastics & Rubber Indonesia) ","International Plastics & Rubber Machinery, Processing & Materials Exhibition (Plastics & Rubber Indonesia) "
1059,"Manufacturing Indonesia / Machine ToolMANUFACTURING INDONESIA","Manufacturing Indonesia / Machine Tool印尼國際金屬加工設備展MANUFACTURING INDONESIA"
1060,"MEGA BUILD - Indonesia Dedicated Architecture, Interior Design & Building Exhibition and Conference","MEGA BUILD - Indonesia Dedicated Architecture, Interior Design & Building Exhibition and Conference"
1061,"MTT Indonesia - International Metalworking Technology & Machine Tools Exhibition and ConferenceMTT","MTT Indonesia - International Metalworking Technology & Machine Tools Exhibition and Conference印尼國際金屬加工技術與工具機展MTT"
1062,"Oil & Gas Expo - International Oil and Gas Exploration , Production and Refining Exhibition","Oil & Gas Expo - International Oil and Gas Exploration , Production and Refining Exhibition"
1063,"The Indonesia International Tyre and Rubber Industry Exhibition (Jakarta)","The Indonesia International Tyre and Rubber Industry Exhibition (Jakarta)"
1064,"INTERFOOD INDONESIA","INTERFOOD INDONESIA"
1065,"Mining Indonesia ","Mining Indonesia "
1066,"ENGIMACH Industrial Exhibition","ENGIMACH Industrial Exhibition"
1067,"AgriTech-South India`s largest Exhibition on Agriculture, Farm Machinery, Equipment & Agri Processig Technology","AgriTech-South India`s largest Exhibition on Agriculture, Farm Machinery, Equipment & Agri Processig Technology"
1068,"Grain Tech India","Grain Tech India"
1069,"IILF - India International Leather Fair","IILF - India International Leather Fair"
1070,"MEDICALL Chennai - International Medical Equipment Exhibition()","MEDICALL Chennai - International Medical Equipment Exhibition印度醫療器材展(清奈)"
1071,"IBRX India - International Battery Expo & Recycling Conference IBRX India","IBRX India - International Battery Expo & Recycling Conference IBRX India"
1072,"IFEX - International Exhibition on Foundry Technology, Equipment and Supplies","IFEX - International Exhibition on Foundry Technology, Equipment and Supplies"
1073,"PLASTINDIA-International Plastics Exhibition & Conference","PLASTINDIA-International Plastics Exhibition & Conference"
1074,"CIFF -  China International Furniture Fair(Guangzhou)-Office Show－","CIFF -  China International Furniture Fair(Guangzhou)-Office Show中國廣州國際家具博覽會－辦公環境展"
1075,"SOUTHEAST ASIAN HEALTHCARE & PHARMA SHOW","SOUTHEAST ASIAN HEALTHCARE & PHARMA SHOW"
1076,"Tyrexpo India ","Tyrexpo India "
1077,"OGA Oil & Gas Asia - Malaysian Oil, Gas and Petrochemical Engineering Exhibition","OGA Oil & Gas Asia - Malaysian Oil, Gas and Petrochemical Engineering Exhibition"
1078,"Build+Decor - China International Building Decorations and Building Materials Exposition ","Build+Decor - China International Building Decorations and Building Materials Exposition 中國國際建築裝飾及材料博覽會"
1079,"FITECMA - International Furniture Fair","FITECMA - International Furniture Fair"
1080,"AWFS - International Woodworking Machinery & Furniture Supply Fair","AWFS - International Woodworking Machinery & Furniture Supply Fair美國木工家具及室內裝潢展"
1081,"KBIS - The Kitchen and Bath Industry Show","KBIS - The Kitchen and Bath Industry Show"
1082,"VIETNAMWOOD - Vietnam International Woodworking Industry Fair","VIETNAMWOOD - Vietnam International Woodworking Industry Fair越南胡志明市國際木工機械展"
1083,"Semicon China - Semiconductor Equipment & Materials Exhibition","Semicon China - Semiconductor Equipment & Materials Exhibition中國國際半導體展"
1084,"Autoshow-International Automobile and Accessories Exhibition","Autoshow-International Automobile and Accessories Exhibition"
1085,"Bus & Truck - Commercial & Special Purpose Exposition","Bus & Truck - Commercial & Special Purpose Exposition泰國巴士、卡車暨商用車展"
1086,"Automechanika Chicago","Automechanika Chicago"
1087,"Beauty Expo - Presentation of Southeast Asia's Largest Expo and Trade Platform for Beauty & Therapeutic Professionals","Beauty Expo - Presentation of Southeast Asia's Largest Expo and Trade Platform for Beauty & Therapeutic Professionals馬來西亞國際美容美髮美甲用品貿易展"
1088,"CeMAT SouthEast Asia-World leading trade fair for intralogistics and supply chain management  ","CeMAT SouthEast Asia-World leading trade fair for intralogistics and supply chain management  印尼國際倉儲與物流管理大展"
1089,"IoT Evolution Expo","IoT Evolution Expo"
1090,"IoT Tech Expo Global- Internet of Things Tech Expo","IoT Tech Expo Global- Internet of Things Tech Expo"
1091,"IoT Asia Singapore Expo - International Exhibition & Conference on the Internet of Things","IoT Asia Singapore Expo - International Exhibition & Conference on the Internet of Things"
1092,"Seamless","Seamless"
1093,"NYSCC - New york Society of Cosmetic Chemists","NYSCC - New york Society of Cosmetic Chemists"
1094,"in-cosmetics global","in-cosmetics global"
1095,"EXPOMED - International Fair for Health Care, Hospital Supplies, Medical and Laboratory Equipment and Rehabilitation Aids","EXPOMED - International Fair for Health Care, Hospital Supplies, Medical and Laboratory Equipment and Rehabilitation Aids"
1096,"Health Asia - Health Asia International Exhibition and Conference","Health Asia - Health Asia International Exhibition and Conference"
1097,"Indonasia Hospital Expo","Indonasia Hospital Expo"
1098,"The Big 5 Construct Indonesia - International Building & Construction Show ","The Big 5 Construct Indonesia - International Building & Construction Show "
1099,"KIMES - Korea International Medical & Hospital Equipment Show","KIMES - Korea International Medical & Hospital Equipment Show"
1100,"SURF EXPO","SURF EXPO"
1101,"Sino-Corrugated - Internationale Messe fur die Wellpappenindustrie","Sino-Corrugated - Internationale Messe fur die Wellpappenindustrie中國國際瓦楞展"
1102,"INDIA CORR EXPO & SINO CORRUGATED","INDIA CORR EXPO & SINO CORRUGATED"
1103,"International Exhibition VIETBUILD HANOI - Phase I (March)","International Exhibition VIETBUILD HANOI - Phase I (March)"
1104,"ShanghaiTex - International Exhibition on Textile Industry","ShanghaiTex - International Exhibition on Textile Industry上海國際紡織工業展覽會"
1105,"CAMWATER - Cambodia International Water And Wastewater Industry Exhibition & Conference","CAMWATER - Cambodia International Water And Wastewater Industry Exhibition & Conference"
1106,"LANKAWATER - INTERNATIONAL WATER & WASTEWATER TECHNOLOGY SHOW","LANKAWATER - INTERNATIONAL WATER & WASTEWATER TECHNOLOGY SHOW"
1107,"VIETWATER - International Water, Wastewater & Recycling Technology Expo","VIETWATER - International Water, Wastewater & Recycling Technology Expo"
1108,"MYANWATER - International Water & Wastewater Technology Show","MYANWATER - International Water & Wastewater Technology Show"
1109,"AMB China - China Metal Working & Forming Exhibition()","AMB China - China Metal Working & Forming Exhibition中國(南京)國際金屬加工展覽會"
1110,"ES BUILD - International Energy - Saving & Advanced Building Material Exhibition","ES BUILD - International Energy - Saving & Advanced Building Material Exhibition中國國際建築節能及新型建材展覽會"
1111,"Auto Expo Myanmar(EMMA FAIR)","Auto Expo Myanmar(EMMA FAIR)緬甸國際汽機車零配件展"
1112,"ELEKTRO - Exhibition of Electronical Equipment and Power Transmission Lines","ELEKTRO - Exhibition of Electronical Equipment and Power Transmission Lines"
1113,"Creativeworld","Creativeworld"
1114,"T-PLAS - International trade fair for the plastics and rubber industries ","T-PLAS - International trade fair for the plastics and rubber industries "
1115,"IPSA -International Exhibition for Promotion Industry(Autumn)","IPSA -International Exhibition for Promotion Industry(Autumn)"
1116,"LED Expo India","LED Expo India"
1117,"LED EXPO New Delhi","LED EXPO New Delhi"
1118,"HKTDC Hong Kong International Lighting Fair (Spring Edition)","HKTDC Hong Kong International Lighting Fair (Spring Edition)香港國際春季燈飾展"
1119,"EQUIP AUTO","EQUIP AUTO阿爾及利亞國際汽配展"
1120,"Automechanika Kuala Lumpur","Automechanika Kuala Lumpur吉隆坡國際汽車零配件、維修檢測設備及服務用品展"
1121,"OMTEC - The Orthopaedic Manufacturing & Technology Exposition and Conference","OMTEC - The Orthopaedic Manufacturing & Technology Exposition and Conference"
1122,"China Sport Show ","China Sport Show 中國國際體育用品博覽會"
1123,"PRI - Performance Racing Industry Trade Show","PRI - Performance Racing Industry Trade Show"
1124,"Texworld Paris Spring - International Textile Trade Fair()","Texworld Paris Spring - International Textile Trade Fair巴黎國際成衣布料展(春季)"
1125,"Interlift - International Trade Fair for Elevators, Components & Accessories","Interlift - International Trade Fair for Elevators, Components & Accessories"
1126,"MTA Vietnam - The International Precision Engineering Machine Tools & Metalworking Exhibition & Conference","MTA Vietnam - The International Precision Engineering Machine Tools & Metalworking Exhibition & Conference越南胡志明國際工具機暨金屬加工設備展"
1127,"Industrial Supply / HANNOVER MESSE - Leading Trade Fair for Industrial Subcontracting and Lightweight Construction","Industrial Supply / HANNOVER MESSE - Leading Trade Fair for Industrial Subcontracting and Lightweight Construction"
1128,"HKTDC Hong Kong Baby Products Fair","HKTDC Hong Kong Baby Products Fair香港嬰兒用品展"
1129,"Iran Print & Pack-Printing, Packing & Related Machinery Exhibition","Iran Print & Pack-Printing, Packing & Related Machinery Exhibition"
1130,"Clean Show - World Educational Congress for Laundering and Dry Cleaning with Exhibition","Clean Show - World Educational Congress for Laundering and Dry Cleaning with Exhibition"
1131,"ISSA/Interclean North America - The One Show for the Facility Solutions","ISSA/Interclean North America - The One Show for the Facility Solutions"
1132,"Growtech Eurasia - International horticultural, floricultural and agricultural trade exhibition","Growtech Eurasia - International horticultural, floricultural and agricultural trade exhibition"
1133,"KISAN - India's Largest Agri Show","KISAN - India's Largest Agri Show印度浦那國際農業機械展覽會"
1134,"GIE+EXPO - The Green Industry and Equipment Expo - International Lawn, Garden & Power Equipment Exposition","GIE+EXPO - The Green Industry and Equipment Expo - International Lawn, Garden & Power Equipment Exposition"
1135,"MARINTEC CHINA - International Maritime Conference & Exhibition","MARINTEC CHINA - International Maritime Conference & Exhibition中國國際海事技術學術會議暨展覽會"
1136,"VIETFISH","VIETFISH"
1137,"Horti Asia - International Tradeshow for Horticultural and Floricultural Production and Processing Technology","Horti Asia - International Tradeshow for Horticultural and Floricultural Production and Processing Technology亞洲園藝農業機械展"
1138,"SIAL InterFood Indonesia","SIAL InterFood Indonesia"
1139,"MTTI - Machine Tool Technology Indonesia","MTTI - Machine Tool Technology Indonesia"
1140,"ProMat - International Material Handling Show & Forum","ProMat - International Material Handling Show & Forum"
1141,"China Hohhot Special Purchases for the Spring Festival Expo","China Hohhot Special Purchases for the Spring Festival Expo中國呼和浩特年貨博覽會"
1142,"Flash Memory Summit","Flash Memory Summit"
1143,"Industrial Automation Shenzhen","Industrial Automation Shenzhen華南國際工業自動化展"
1144,"PIS(PREVIEW in SEOUL) - Seoul International Textile Fair","PIS(PREVIEW in SEOUL) - Seoul International Textile Fair韓國國際紡織展覽會"
1145,"ARCHITECT EXPO","ARCHITECT EXPO"
1146,"BETA INTERNATIONAL - The World Trade Event for Horse & Country","BETA INTERNATIONAL - The World Trade Event for Horse & Country"
1147,"BIRTV - Beijing International Radio, TV & Film Equipment Exhibition","BIRTV - Beijing International Radio, TV & Film Equipment Exhibition北京國際廣播電影電視設備展覽會"
1148,"SC - Super Computing","SC - Super Computing"
1149,"PLASTASIA","PLASTASIA"
1150,"International FoodTec India","International FoodTec India"
1151,"Myanmar PLAS PRINT PACK AGROTEK FOODTEK - Myanmar Int'l Plastics,Rubber,Printing,Packaging,Agricultural & Food Industrial Exhibition","Myanmar PLAS PRINT PACK AGROTEK FOODTEK - Myanmar Int'l Plastics,Rubber,Printing,Packaging,Agricultural & Food Industrial Exhibition緬甸國際塑橡膠、包裝、印刷及食品工業展"
1152,"EXPONATEC COLOGNE - International Trade Fair for Museums, Conservation and Heritage","EXPONATEC COLOGNE - International Trade Fair for Museums, Conservation and Heritage"
1153,"Control - The International Trade Fair for Quality Assurance","Control - The International Trade Fair for Quality Assurance"
1154,"Complast Kenya - Complete Plastics Exhibition ","Complast Kenya - Complete Plastics Exhibition "
1155,"Oman Plast - International Plastics, Rubber, Chemicals, Printing and Packaging Industry Exhibition","Oman Plast - International Plastics, Rubber, Chemicals, Printing and Packaging Industry Exhibition"
1156,"TCT ASIA3D","TCT ASIA亞洲3D打印、增材製造展覽會"
1157,"Formnext-International exhibition and conference on additive technologies and tool making","Formnext-International exhibition and conference on additive technologies and tool making"
1158,"GESS - Gulf Educational Supplies & Solutions","GESS - Gulf Educational Supplies & Solutions"
1159,"Worlddidac Russia","Worlddidac Russia"
1160,"Ed Expo/National School Supply & Equipment Association Tradeshow","Ed Expo/National School Supply & Equipment Association Tradeshow"
1161,"EARCOS Leadership Conference","EARCOS Leadership Conference"
1162,"MTA Vietnam - The International Precision Engineering Machine Tools & Metalworking Exhibition & Conference (Hanoi)","MTA Vietnam - The International Precision Engineering Machine Tools & Metalworking Exhibition & Conference (Hanoi)越南河內國際工具機暨金屬加工設備展"
1163,"China Beijing International Gifts, Premium and Houseware Exhibition (Autumn)()","China Beijing International Gifts, Premium and Houseware Exhibition (Autumn)中國北京國際禮品、贈品及家庭用品展覽會(秋季)"
1164,"AllPrint Indonesia Expo - International Exhibition on Printing(pre-press, press, post-press)Machinery, Equipment, Supplies ","AllPrint Indonesia Expo - International Exhibition on Printing(pre-press, press, post-press)Machinery, Equipment, Supplies "
1165,"INTERMOLD KOREA","INTERMOLD KOREA韓國國際模具及相關機械展"
1166,"MILIPOL - International Exhibition of Internal Security","MILIPOL - International Exhibition of Internal Security"
1167,"CIEF Phase 3 - China Import and Export Fair Phase 3 (Spring)－()","CIEF Phase 3 - China Import and Export Fair Phase 3 (Spring)中國進出口商品交易會－第三期(春季廣交會)"
1168,"CHINA BEAUTY EXPO - International Beauty & Cosmetics Expo()","CHINA BEAUTY EXPO - International Beauty & Cosmetics Expo中國(上海)美容博覽會"
1169,"Philbeauty - Philippines International Beauty Show","Philbeauty - Philippines International Beauty Show"
1170,"MWC Americas - Mobile World Congress Americas","MWC Americas - Mobile World Congress Americas"
1171,"Aqua-Therm Moscow","Aqua-Therm Moscow"
1172,"PackEx INDIA ","PackEx INDIA "
1173,"TECHNO-FRONTIER - International Electronic and Mechatronic Parts & Devices Exhibition","TECHNO-FRONTIER - International Electronic and Mechatronic Parts & Devices Exhibition日本尖端科技展"
1174,"Automotive World","Automotive World"
1175,"Intel Developer Forum (IDF) ","Intel Developer Forum (IDF) 英特爾信息技術會"
1176,"PITF - Pyongyang International Trade Fair(5)","PITF - Pyongyang International Trade Fair(5月)平壤春季國際商展"
1177,"GrindTec","GrindTec"
1178,"ZOW - Annual Fair for Components and Accessories for Furniture and Interior Design","ZOW - Annual Fair for Components and Accessories for Furniture and Interior Design"
1179,"CWIEME Berlin","CWIEME Berlin"
1180,"INTERGEO - Conference and Trade Fair for Geodesy, Geoinformation and Land Management","INTERGEO - Conference and Trade Fair for Geodesy, Geoinformation and Land Management"
1181,"International Conference on Geosynthetics","International Conference on Geosynthetics"
1182,"International CTI Symposium and Exhibition - Automotive Transmissions, HEV and EV Drives","International CTI Symposium and Exhibition - Automotive Transmissions, HEV and EV Drives"
1183,"ANGA Cable Show","ANGA Cable Show"
1184,"FIBO - The Leading International Trade Show for Fitness, Wellness and Health(FIBO)","FIBO - The Leading International Trade Show for Fitness, Wellness and Health德國國際專業健身運動器材暨配件展(FIBO)"
1185,"Tire Technology Expo","Tire Technology Expo"
1186,"BEAUTY INTERNATIONAL DUSSELDORF - The No.1 Trade Fair for Cosmetics, Nail,Foot and Wellness Professionals","BEAUTY INTERNATIONAL DUSSELDORF - The No.1 Trade Fair for Cosmetics, Nail,Foot and Wellness Professionals"
1187,"EuroCIS","EuroCIS"
1188,"GLOBAL SHOES- leading trade show for sourcing (Spring)","GLOBAL SHOES- leading trade show for sourcing (Spring)"
1189,"IMA - International Trade Fair for Amusement and Vending Machines","IMA - International Trade Fair for Amusement and Vending Machines"
1190,"September Asia''s Fashion Jewellery & Accessories Fair","September Asia''s Fashion Jewellery & Accessories Fair亞洲時尚首飾及配飾展"
1191,"Sports Source Asia - International Sourcing Fair for Sports Equipment and Sports Apparel","Sports Source Asia - International Sourcing Fair for Sports Equipment and Sports Apparel亞洲運動用品展"
