"
方美方科技有限公司



",暫不提供電話 ,暫不提供員工人數,KeyError,http://www.fmf.com.tw,新竹市北區民富街251號1樓地圖,電子通訊／電腦週邊批發、電子通訊／電腦週邊零售業,KeyError
"
中國青年救國團金山青年活動中心



", ,暫不提供員工人數,KeyError,http://chinshan.cyh.org.tw/,新北市金山區青年路1號地圖,飯店／旅館,KeyError
"
放肆國際貿易股份有限公司( FUNHOUSE / D&M; / Chabatree / FORREST )



", ,暫不提供員工人數,KeyError,http://www.funhouse.biz,台南市北區裕民里臨安路二段12號1樓地圖,國際貿易,KeyError
"
台灣日立物流股份有限公司



", ,110 人,16443874,KeyError,台北市中山區松江路237號10樓地圖,儲配╱運輸物流,KeyError
"
沛華實業股份有限公司



", ,1300 人,KeyError,http://www.pacificstargroup.com.tw/,台北市松山區敦化北路56號5樓地圖,儲配╱運輸物流,3500萬元
"
惟勤公關顧問股份有限公司



",暫不提供電話 ,暫不提供員工人數,KeyError,http://inchange.com.tw/,台北市中正區青島東路7號5樓之5地圖,廣告行銷公關,KeyError
"
華富水電工程有限公司



", ,暫不提供員工人數,KeyError,KeyError,台北市文山區忠順街二段10號地圖,空調╱水機電工程,KeyError
"
797中隊網咖_信捷資訊社



", ,暫不提供員工人數,KeyError,KeyError,高雄市楠梓區旗楠路801號地圖,休閒服務,KeyError
"
台東海平面民宿



", ,暫不提供員工人數,KeyError,KeyError,台東縣台東市富岡街52巷23號地圖,其它住宿服務,KeyError
"
鉅海冷凍食品有限公司



", ,暫不提供員工人數,53232182,KeyError,高雄市大寮區富民街27號(大發工業區)地圖,農／畜／水產品零售,1500萬元
"
拜倫營造有限公司



",暫不提供電話 ,暫不提供員工人數,KeyError,KeyError,台中市北區青島路二段22號3樓地圖,建築工程,KeyError
"
潔朋汽車商行( 中古車買賣 )



", ,暫不提供員工人數,KeyError,http://www.sum.com.tw/storeinfo.php?sn=63002,桃園市桃園區介壽路256號地圖,汽機車／相關用品零售,KeyError
"
富源工程行



", ,100 人,09020294,KeyError,屏東縣竹田鄉鳳安路21巷26號地圖,建築工程,100萬元
"
協和牙醫診所



", ,暫不提供員工人數,KeyError,KeyError,桃園市桃園區中正路681號地圖,診所,KeyError
"
司派客有限公司



", ,暫不提供員工人數,KeyError,KeyError,台北市松山區光復南路13巷27號1樓地圖,休閒服務,2000萬元
"
聯合東方國際股份有限公司



", ,暫不提供員工人數,25090936,http://www.uniorient.com.tw/,新北市板橋區雙十路二段10號3樓地圖,綜合商品批發代理,1000萬元
"
瑪莎美食餐廳有限公司( 瑪莎創意廚房    台南ＭＡＳＡ ＲＵＲＵ )



", ,25 人,KeyError,KeyError,高雄市左營區民族一路948號1樓地圖,餐廳／餐館,KeyError
"
全聯實業股份有限公司( 全聯福利中心 )



",暫不提供電話 ,11000 人,KeyError,http://www.pxmart.com.tw,台北市中山區敬業四路33號地圖,百貨相關,10億元
"
德美玻璃股份有限公司



", ,10 人,KeyError,http://www.dermay.com.tw,桃園市大園區內海村民權路2號(大園工業區)地圖,國際貿易,4200萬元
"
台中市私立萬仁文理短期補習班



", ,暫不提供員工人數,KeyError,KeyError,台中市大里區向學一路106號地圖,補習班,KeyError
"
東陽汽車商行



", ,3 人,19504234,KeyError,暫不提供地址,汽車／零件製造,100萬元
"
鴻鈞機電工程股份有限公司



", ,85 人,KeyError,http://www.hcemc.com,苗栗縣竹南鎮港墘里10鄰2之13號地圖,專用生產機械製造修配、建築／礦業機械設備製造修配、管線╱管道工程相關,1億元
"
儷景溫泉會館(儷景溫泉有限公司)



", ,80 人,KeyError,http://www.reikei.com.tw,台南市白河區關子嶺61之5號地圖,飯店／旅館,5000萬元
"
天炫船機有限公司



", ,5 人,KeyError,http://www.ts-marine.com.tw/,高雄市前鎮區豐漁二路5之5號地圖,專用生產機械製造修配,30萬元
"
鴻吉模具工作所



", ,暫不提供員工人數,KeyError,KeyError,台南市佳里區頂廍里10號地圖,專用生產機械製造修配,KeyError
"
台灣易格斯有限公司



",暫不提供電話 ,32 人,KeyError,http://www.igus.com.tw/,台中市南屯區台中工業區二十四路35號5樓地圖,專用生產機械製造修配,KeyError
"
洋鑫先進製造有限公司



",暫不提供電話 ,暫不提供員工人數,29186820,KeyError,高雄市前鎮區新生路248之37號1樓(臨廣出口區)地圖,自動控制相關、醫療器材製造、專門設計相關,KeyError
"
鋐澤機械有限公司



",暫不提供電話 ,暫不提供員工人數,KeyError,KeyError,桃園市八德區東勇街400巷120之18號地圖,自動控制相關,KeyError
"
北城大飯店有限公司



", ,50 人,12515860,http://www.cityhotel.com.tw,台北市中山區長春路279號地圖,旅遊服務,KeyError
"
財團法人向上社會福利基金會



", ,160 人,KeyError,http://www.child-home.org.tw,台中市西區樂群街134號地圖,社會福利機構,KeyError
"
王詮科技企業有限公司



", ,20 人,KeyError,http://abti-hardware.com,新北市中和區中山路三段136巷10弄2號地圖,其它金屬相關製造,1000萬元
"
震儀科技股份有限公司



", ,暫不提供員工人數,55911426,KeyError,新竹市香山區中華路四段482巷10號地圖,精密儀器相關製造,1000萬元
"
上賀國際企業有限公司



", ,暫不提供員工人數,80294175,http://www.abesta.com.tw,新北市蘆洲區復興路323巷68號地圖,其它金屬相關製造,KeyError
"
信昌機械廠股份有限公司



", ,1070 人,KeyError,http://www.hsinchonggroup.com,桃園市大溪區員林路三段155巷168號地圖,汽車／零件製造,13億元
"
樂雅樂食品股份有限公司( ROYALHOST樂雅樂 )



",暫不提供電話 ,500 人,KeyError,http://www.royalhost.com.tw,台北市中山區松江路156之2號3樓地圖,餐廳／餐館,KeyError
"
布蘭奇研磨咖啡



", ,暫不提供員工人數,KeyError,http://www.brunch.com.tw,高雄市左營區自由二路129號3樓地圖,餐廳／餐館,KeyError
"
聖彩實業有限公司



", ,10 人,KeyError,KeyError,台北市中山區長安東路一段63號2樓地圖,國際貿易,KeyError
"
宏其醫療社團法人-宏其婦幼醫院



",暫不提供電話 ,暫不提供員工人數,10514540,http://www.hungchihospital.org.tw/home.jsp,桃園市中壢區元化路223號地圖,醫院,KeyError
"
財團法人天主教靈醫會  羅東聖母醫院



", ,850 人,KeyError,http://www.smh.org.tw,宜蘭縣羅東鎮中正南路160號地圖,醫院,KeyError
"
元展輸送機械廠



", ,22 人,KeyError,http://www.ycmach.com.tw,台南市安定區新吉村新吉283之2號地圖,專用生產機械製造修配,KeyError
"
上晟工業股份有限公司



", ,12 人,23262390,http://www.sc-indu.com.tw,新竹縣竹北市泰和里中和街62巷13號1.2樓地圖,金屬加工用機械製造修配,1000萬元
"
東榮機械工廠股份有限公司



", ,63 人,KeyError,http://www.tonrong.com.tw/,台南市安南區長和路一段1巷100號地圖,專用生產機械製造修配,2500萬元
"
國隴企業有限公司



",暫不提供電話 ,30 人,KeyError,http://www.gwoloong.com.tw/,新北市泰山區楓江路46巷100之1號地圖,專用生產機械製造修配,500萬元
"
油鍾工業有限公司



", ,25 人,KeyError,http://www.oilbell.com/index.php,台中市南區樹義一巷13之1號地圖,專用生產機械製造修配,1500萬元
"
風克士科技有限公司



", ,5 人,24916432,http://www.focus-tech.com.tw/,台南市新市區富林路691號地圖,其它電子零組件相關,500萬元
"
百利大飯店股份有限公司



", ,暫不提供員工人數,KeyError,http://www.bailee.com.tw/index.php,台北市中山區錦西街6號地圖,飯店／旅館,KeyError
"
財團法人金屬工業研究發展中心( 金屬中心廣告 )



", ,820 人,KeyError,http://www.mirdc.org.tw,高雄市楠梓區高楠公路1001號地圖,KeyError,4200萬元
"
GENERAL SHOES CO.LTD



", ,5000 人,KeyError,KeyError,東南亞越南平陽省順安縣安富社安富生產區第五號路1號地圖,鞋類製造,KeyError
"
榮陞精密工業股份有限公司



", ,75 人,KeyError,http://www.jspco.com.tw,高雄市岡山區本工六路23號(本洲工業區)地圖,其它金屬相關製造,7000萬元
"
北都汽車股份有限公司(TOYOTA)



", ,1002 人,KeyError,http://www.taipeimotor.com.tw,台北市南港區南港路二段312號8樓地圖,汽車／零件製造,7億3072萬元
"
丞宏電力股份有限公司



", ,10 人,45140028,http://www.powerelay.com.tw,高雄市鼓山區龍德路459號5樓地圖,自動控制相關,500萬元
"
財團法人純青社會福利基金會



", ,10 人,KeyError,http://www.chun-ching.org.tw,台北市信義區東興路69號3樓地圖,職業團體,KeyError
"
大昌記帳及報稅代理業務人事務所



", ,13 人,08229859,http://www.dachang.com.tw,高雄市苓雅區林森二路87號6樓之1地圖,會計服務,KeyError
"
聯欣國際精密股份有限公司



", ,40 人,80094535,http://www.lianhsin.com.tw/product.htm,新竹縣關西鎮東光里4鄰十六張117號地圖,汽車／零件製造,3500萬元
"
誠明聯合會計師事務所



", ,暫不提供員工人數,KeyError,http://www.co-mastery.com.tw,台北市松山區南京東路四段50號12樓之1地圖,會計服務,KeyError
"
建華機械股份有限公司



", ,50 人,KeyError,http://www.chenghua.com.tw/index.asp?lang=1,桃園市觀音區廣興里1鄰廣興一路205巷36號地圖,專用生產機械製造修配,6700萬元
"
財團法人永真教育基金會



",暫不提供電話 ,暫不提供員工人數,KeyError,KeyError,暫不提供地址,協會／基金會,KeyError
"
立兆工業股份有限公司



", ,50 人,KeyError,http://www.lihjaw.com.tw,台南市安南區安通路二段6號地圖,自行車／零件製造,KeyError
"
穎明工業股份有限公司



", ,380 人,KeyError,http://www.ymhiten.com.tw,高雄市湖內區忠孝街112號地圖,其它金屬相關製造,4億9600萬元
"
億聯琺瑯股份有限公司



", ,40 人,KeyError,http://www.taico.com.tw,台中市太平區光興路699巷90號地圖,其它相關製造,2200萬元
"
金洋塑膠有限公司



", ,50 人,53296946,KeyError,雲林縣土庫鎮興新里下圍路18號1樓地圖,塑膠製品製造,3000萬元
"
鴻昌精密工業股份有限公司



",暫不提供電話 ,暫不提供員工人數,KeyError,http://www.hc-ind.com.tw,新北市鶯歌區二甲路88號地圖,精密儀器相關製造,KeyError
"
馬自達企業股份有限公司



", ,200 人,KeyError,http://www.mazda.com.tw/,台北市中山區民權東路三段33號2樓地圖,汽車／零件製造、汽機車／相關用品零售,KeyError
"
財團法人蘭陽仁愛醫院



", ,134 人,KeyError,KeyError,宜蘭縣宜蘭市中山路二段260號地圖,醫院,本公司未公佈資本額
"
台灣受恩股份有限公司



", ,10 人,54562914,http://stipendiary.com.tw/,高雄市三民區明誠一路20號地圖,社會福利機構,1000萬元
"
凱皇工程有限公司



", ,暫不提供員工人數,KeyError,KeyError,新北市中和區新生街114巷8號1樓地圖,空調╱水機電工程,500萬元
"
晟岱壓鑄工業股份有限公司



", ,25 人,KeyError,KeyError,彰化縣埔心鄉柳橋東路10巷42號/彰化縣員林鎮員東路二段455號地圖,鋁工業,KeyError
"
合正企業有限公司



", ,35 人,KeyError,KeyError,台南市關廟區五甲路211巷58號地圖,其它金屬相關製造,800萬元
"
松格冷氣股份有限公司



",暫不提供電話 ,暫不提供員工人數,KeyError,KeyError,桃園市蘆竹區內新路34號地圖,空調╱水機電工程,KeyError
"
葦在螺帽有限公司



", ,暫不提供員工人數,KeyError,http://www.weizai.com.tw,台南市安定區牛肉寮65之47號地圖,其它金屬相關製造,KeyError
"
全澤股份有限公司( MOLYKEM )



",暫不提供電話 ,暫不提供員工人數,KeyError,http://www.molykem.com.tw,高雄市大寮區華五街70號地圖,污染防治設備製造修配,KeyError
"
禾揚工程有限公司



",暫不提供電話 ,暫不提供員工人數,KeyError,KeyError,桃園市龍潭區工二路一段173號地圖,電力機械器材製造修配,KeyError
"
景泰環保科技股份有限公司



", ,40 人,KeyError,http://www.gintai.org/index.php,苗栗縣竹南鎮佳興里光復路381巷13號地圖,環境衛生／污染防治相關,5000萬元
"
富強醫材股份有限公司



", ,250 人,KeyError,http://www.fortunemed.com,桃園市中壢區長春二路256號地圖,醫療器材製造,6000萬元
"
瓏鑫會計事務所



",暫不提供電話 ,暫不提供員工人數,38635025,KeyError,暫不提供地址,會計服務,KeyError
"
昶翰科技工程有限公司



", ,暫不提供員工人數,53785368,http://chse-hitech.com/service_technical.php,台中市大雅區神林南路239之5號地圖,專用生產機械製造修配,KeyError
"
辰燕企業股份有限公司



", ,暫不提供員工人數,KeyError,KeyError,高雄市鳳山區經武路85之8號地圖,其它相關製造,250萬元
"
台普工業股份有限公司



", ,暫不提供員工人數,KeyError,http://www.roc-spicer.com.tw/rock/cp1.htm,桃園市觀音區榮工北路9號(觀音工業區)地圖,汽車／零件製造,8000萬元
"
愛摩兒時尚旅館



", ,60 人,KeyError,http://www.imore-motel.com.tw,新北市永和區仁愛路316號地圖,飯店／旅館,2000萬元
"
娜路彎大酒店股份有限公司



", ,175 人,KeyError,http://www.naruwan-hotel.com.tw,台東縣台東市連航路66號地圖,飯店／旅館,KeyError
"
運泰電機有限公司



", ,暫不提供員工人數,KeyError,http://www.euntay.com.tw/index.htm,桃園市桃園區大仁路50巷101號地圖,自動控制相關,KeyError
"
鴻碩企業有限公司



", ,100 人,KeyError,http://www.great-domain.com.tw,新北市板橋區三民路二段37號15樓之1地圖,國際貿易,1000萬元
"
建合興企業有限公司



", ,32 人,KeyError,http://www.jianhoshing.com.tw/service_detail03_recruitment.html,高雄市仁武區澄觀路1430號地圖,專用生產機械製造修配,1000萬元
"
恩庭護理之家



",暫不提供電話 ,25 人,KeyError,http://huai-tzu.myweb.hinet.net/,台北市中山區中山北路一段33巷19號地圖,護理之家／安養中心,1200萬元
"
財團法人利伯他茲教育基金會( 秉著＜一個都不放棄＞的理念,堅持＜如果能救一個靈魂,就能救他整個家庭,也能讓更多無辜的家庭免受於害＞ )



", ,36 人,KeyError,http://www.libertas.org.tw/,台北市文山區木柵路二段18號地圖,社會福利機構,500萬元
"
正大醫院



", ,暫不提供員工人數,KeyError,KeyError,高雄市鼓山區鼓山三路128之9號地圖,醫院,KeyError
"
昱彰企業有限公司



", ,暫不提供員工人數,KeyError,KeyError,彰化縣和美鎮孝友路82號地圖,其它相關製造,KeyError
"
三豐實業有限公司



", ,5 人,KeyError,KeyError,暫不提供地址,木竹家飾／裝設品製造／加工,300萬元
"
常瑋企業有限公司



", ,暫不提供員工人數,KeyError,KeyError,台南市永康區中正二街192巷27號1樓地圖,專用生產機械製造修配,KeyError
"
晉欣食品股份有限公司



", ,暫不提供員工人數,28802380,http://www.daystty.com.tw/,高雄市岡山區嘉新東路1號之1地圖,食品製造╱加工,KeyError
"
尹發貿易有限公司



", ,30 人,KeyError,http://www.dnbbearing.com,台北市大同區萬全街35號地圖,貿易代理商,7500萬元
"
靖旺有限公司( 鯊魚牌 )



", ,15 人,KeyError,http://www.jinwang-tools.com,台中市太平區祥順路一段16號地圖,金屬手工具製造,KeyError
"
台灣塩野義製藥股份有限公司



",暫不提供電話 ,70 人,11921708,http://www.shionogi.com.tw,台北市中山區南京東路二段2號4樓地圖,生化科技研發,9200萬元
"
益詮工業有限公司



", ,75 人,KeyError,http://www.echaintool.com,台中市太平區工業十八路3之1號(大里工業區)地圖,其它金屬相關製造,2900萬元
"
中良實業股份有限公司( 鑽石伸線眼膜、不鏽鋼微絲、軟/硬精線 )



", ,暫不提供員工人數,KeyError,http://chungliang1967.wixsite.com/mingwire,台南市歸仁區中山路三段487號地圖,其它金屬相關製造,KeyError
"
金合發鋼鐵股份有限公司



",暫不提供電話 ,65 人,15176809,http://www.flat-bars.com,台北市萬華區成都路104號地圖,鋼鐵工業,1億8000萬元
"
台灣施舒雅美容世界股份有限公司



",暫不提供電話 ,382 人,KeyError,http://www.socie.com.tw,台北市松山區復興北路57號4樓之2地圖,美容╱美體相關,5500萬元
"
上洋產業股份有限公司



", ,50 人,12978735,http://www.upyoung.com.tw/index.php,新北市五股區五權六路39號1樓(五股工業區)地圖,專用生產機械製造修配,2億元
"
華納婚紗精品概念館(桃園店)



", ,暫不提供員工人數,KeyError,http://wswed.com/,桃園市桃園區復興路244號1樓地圖,婚紗服務,KeyError
"
双人企業有限公司



", ,暫不提供員工人數,KeyError,http://www.homeshopinc.com.tw,彰化縣彰化市中央路184號15樓之5地圖,文具禮品相關,1000萬元
"
宏家安國際股份有限公司



", ,暫不提供員工人數,KeyError,KeyError,高雄市大寮區民揚路8號地圖,工商顧問服務,KeyError
"
旭優企業股份有限公司



",暫不提供電話 ,62 人,KeyError,http://www.shuyo.com.tw,桃園市蘆竹區上興路83號地圖,國際貿易,5600萬元
"
新宇精密股份有限公司



", ,12 人,KeyError,http://www.shiny.url.tw/,雲林縣斗南鎮新生一路32號地圖,其它金屬相關製造,7000萬元
"
昆儀實業股份有限公司



", ,暫不提供員工人數,KeyError,http://www.kunnyihwood.com,暫不提供地址,其它相關製造,KeyError
"
績優會計師事務所.



", ,暫不提供員工人數,25596203,KeyError,台北市松山區南京東路四段186號7樓之4地圖,會計服務,KeyError
"
億立材料有限公司



", ,暫不提供員工人數,47122139,KeyError,新北市五股區五權路42之1號4樓(新北產業園區)地圖,其它相關製造,KeyError
"
翔鎰精密科技工業有限公司



", ,68 人,KeyError,http://www.xiantic.com.tw,新北市新莊區大安路1號地圖,塑膠製品製造,KeyError
"
上正汽車股份有限公司



", ,210 人,KeyError,KeyError,高雄市三民區民族一路491號地圖,汽車／零件製造,5000萬元
"
和興交通工程有限公司



", ,暫不提供員工人數,KeyError,http://www.ho-shing.com/,彰化縣鹿港鎮鹿草路二段247巷52弄18號(彰濱工業區)地圖,汽車／零件製造,KeyError
"
彩軒廣告有限公司



", ,暫不提供員工人數,KeyError,http://tsaihsuan.redwall.com.tw,新北市新莊區民安西路266巷14號1樓地圖,印刷,400萬元
"
金冠偉鋁品企業有限公司



", ,6 人,86443877,KeyError,高雄市小港區明聖街137號地圖,其它金屬相關製造,1000萬元
"
雙稜實業有限公司



", ,8 人,KeyError,KeyError,台北市北投區尊賢街241巷14號1樓地圖,電力機械器材製造修配,2280萬元
"
億鑫電器有限公司



", ,暫不提供員工人數,KeyError,KeyError,高雄市苓雅區大順三路266號地圖,空調╱水機電工程,KeyError
"
鋕懋機械有限公司



", ,10 人,55635203,KeyError,新北市八里區忠五街11號地圖,塑膠／橡膠／合成樹脂製造,300萬元
"
昆陞機械有限公司



", ,30 人,KeyError,http://www.kunsheng.com.tw,台中市龍井區田中村臨港東路一段1巷9號地圖,專用生產機械製造修配,5800萬元
"
言信國際專利商標事務所



", ,暫不提供員工人數,KeyError,http://www.ansonpt.com,台北市信義區忠孝東路五段508號16樓之3地圖,法律服務,KeyError
"
全泰雷射精機股份有限公司



", ,60 人,KeyError,KeyError,台南市永康區正北五路103號地圖,其它金屬相關製造,8000萬元
"
燈塔基督教會_中華燈塔宣教協會



", ,暫不提供員工人數,KeyError,http://www.trueheartcomm.com,台北市大安區復興南路一段249號11樓地圖,宗教組織,KeyError
"
承田汽車股份有限公司(Honda Cars Hsinchu City/Honda Cars Toufen )



", ,87 人,KeyError,KeyError,新竹市東區食品路1號地圖,汽車／零件製造,9500萬元
"
裕強生技股份有限公司



", ,60 人,KeyError,http://www.eupl.com.tw,台北市內湖區民權東路六段109號3樓之1地圖,生化科技研發,8000萬元
"
吉悅建設股份有限公司



",暫不提供電話 ,30 人,KeyError,KeyError,台北市大安區敦化南路一段181號2樓地圖,建築工程,2900萬元
"
展碩工業股份有限公司



", ,暫不提供員工人數,KeyError,KeyError,台中市大里區工業三路48號地圖,其它金屬相關製造,KeyError
"
羅麗芬國際美容有限公司



", ,110 人,KeyError,http://www.gbeauty.com.tw,台北市大安區忠孝東路四段219號8樓地圖,美容╱美體相關,1000萬元
"
哲鼎股份有限公司( ROTORK電動操作機 )



", ,暫不提供員工人數,86142289,http://www.jerdiing.com.tw,新北市三重區新北大道二段252號10樓之1地圖,貿易代理商,KeyError
"
戴興精密工業有限公司



", ,18 人,KeyError,KeyError,新北市新莊區化成路195巷12號地圖,其它相關製造,1000萬元
"
明椿電氣機械股份有限公司



", ,120 人,23367774,http://www.mcngear.com,台中市大里區仁化路158號地圖,電力機械器材製造修配,6000萬元
"
財團法人一粒麥子社會福利慈善事業基金會



", ,暫不提供員工人數,KeyError,http://www.wheat.org.tw/wheatweb/,台東縣台東市寧波街195號地圖,社會福利機構,KeyError
"
嘉錄齒輪機械有限公司



",暫不提供電話 ,暫不提供員工人數,KeyError,http://chia-lu.com/,新北市鶯歌區鳳祥里德昌街260號地圖,專用生產機械製造修配,KeyError
"
毅隆有限公司



", ,50 人,22808838,http://www.myway.com.tw,台南市安南區長和路四段51號地圖,金屬容器製造,2500萬元
"
熲原股份有限公司



", ,暫不提供員工人數,KeyError,KeyError,桃園市桃園區四維街118號地圖,海運、國際貿易,KeyError
"
可愛之家美容美髮(刊期已經結束)



",KeyError,60 人,KeyError,http://www.lvhsalon.com/,桃園市中壢區中平路171號2樓地圖,美容╱美體相關,KeyError
"
萊恩工業發展有限公司



",暫不提供電話 ,暫不提供員工人數,KeyError,KeyError,香港特別行政區RM 19C LOCKHART CTR 301-307 LOCKHART RD WAN CHAI地圖,其它半導體相關,KeyError
"
螢育昇有限公司



",KeyError,5 人,28120982,KeyError,新北市三重區中正南路105號1樓地圖,其它金屬相關製造,50萬元
"
九岸休閒漁業開發股份有限公司( 莫瑞納海灣會館 )



", ,暫不提供員工人數,KeyError,http://www.marinabay-resort.com/,新北市貢寮區仁愛路106巷36號地圖,休閒服務,KeyError
"
鐘驊機電技術顧問股份有限公司



",暫不提供電話 ,暫不提供員工人數,KeyError,KeyError,台南市仁德區中正路二段994巷42號地圖,電力機械器材製造修配,500萬元
"
銓球食品機械有限公司



", ,暫不提供員工人數,KeyError,http://www.province.com.tw,桃園市龜山區東萬壽路637號地圖,專用生產機械製造修配,KeyError
"
美程科技股份有限公司



", ,600 人,KeyError,http://www.machen.com.tw/,新竹市安康街8巷9號(300)地圖,人力派遣／人力供應,1000萬元
"
福凱企業社



", ,暫不提供員工人數,KeyError,KeyError,高雄市大寮區江山路16之59號地圖,專用生產機械製造修配,KeyError
"
國朧實業股份有限公司



", ,暫不提供員工人數,75912937,KeyError,高雄市大寮區鳳屏二路41號地圖,鋼鐵工業,KeyError
"
宇信精密有限公司



", ,10 人,42805612,KeyError,高雄市仁武區八德東路105之4號地圖,其它半導體相關,500萬元
"
台全電機股份有限公司



",暫不提供電話 ,2100 人,KeyError,http://www.taigene.com.tw/zh/home.php,桃園市龍潭區高原村福源路138號地圖,汽車／零件製造,4億7250萬元
"
日盛堆高機有限公司



", ,18 人,KeyError,KeyError,台南市西港區溪埔寮70號地圖,專用生產機械製造修配、其它運輸工具／零件製造修配,400萬元
"
帥昌企業有限公司



", ,25 人,23412692,KeyError,台中市西屯區福安三街20號8樓地圖,自動控制相關,3000萬元
"
建成鋼鐵工業股份有限公司.



", ,暫不提供員工人數,KeyError,http://www.kcsteel.com.tw/,台中市龍井區沙田路四段104號地圖,鋼鐵工業,KeyError
"
鼎鑫德科技工業有限公司( ＡＣＣＯＭ )



", ,17 人,KeyError,http://www.accom.com.tw,新北市新莊區新北大道三段7號9樓之3地圖,自動控制相關,750萬元
"
匠碩精密工業股份有限公司.



", ,10 人,KeyError,http://www.api752.com.tw,台中市大里區國光路一段159巷7號地圖,其它金屬相關製造,KeyError
"
永紘工程有限公司



", ,暫不提供員工人數,KeyError,KeyError,高雄市路竹區大仁路592號地圖,金屬容器製造,3000萬元
"
新吉發米粉工廠有限公司



", ,30 人,84183221,http://www.formosa-ricenoodle.com.tw/,彰化縣鹿港鎮東崎里東崎5巷80號地圖,食品製造╱加工,600萬元
"
德承精密有限公司



",暫不提供電話 ,暫不提供員工人數,KeyError,https://sites.google.com/site/changlimetal568/home/gong-si-wei-zhi,台中市大里區西湖路187巷63弄1號地圖,其它金屬相關製造,KeyError
"
燕巢靜和醫療社團法人燕巢靜和醫院



", ,160 人,KeyError,http://www.jing-ho.com.tw/,高雄市燕巢區深水村深水路3之20號地圖,醫院,3億元
"
維特馬達股份有限公司 ( VTECH MOTOR )



", ,暫不提供員工人數,80609180,http://www.vtechmotor.com.tw,新竹縣湖口鄉德興路231號地圖,汽車／零件製造,1500萬元
"
安榮礦石化工股份有限公司



", ,50 人,KeyError,KeyError,宜蘭縣冬山鄉德興一路67號(龍德工業區)地圖,其它相關製造、其它非金屬礦物製品製造,KeyError
"
財團法人台南市私立林澄輝社會福利慈善事業基金會附設臺南市私立璐德老人長期照顧中心(養護型)



", ,暫不提供員工人數,47770970,http://www.linch.org.tw/,台南市中西區西和路100號地圖,協會／基金會,KeyError
"
瑞桓石材有限公司



", ,暫不提供員工人數,KeyError,KeyError,新北市八里區中華路一段257號地圖,石材製品製造,KeyError
"
茂綱實業股份有限公司( 本公司自有品牌為『APLUS』已申請台灣及世界多個國家之品牌商標 )



", ,62 人,KeyError,http://www.aplustools.com.tw,台中市大雅區神林路一段579號地圖,專用生產機械製造修配,2200萬元
"
明燦配管材料有限公司



", ,暫不提供員工人數,KeyError,KeyError,桃園市中壢區內定二街328號地圖,其它金屬相關製造,KeyError
"
伯大尼老人照護中心



", ,暫不提供員工人數,KeyError,http://www.bdn.url.tw/,新竹市北區延平路一段491號地圖,護理之家／安養中心,KeyError
"
誠欲實業股份有限公司



", ,30 人,KeyError,http://www.jars.com.tw,台南市西港區南海里南海埔128號地圖,塑膠製品製造,KeyError
"
特瑞科技有限公司



", ,暫不提供員工人數,61782738,http://www.human-inc.co.jp/,台中市西區台灣大道二段285號12樓之1地圖,其它半導體相關,500萬元
"
樺克工業有限公司



", ,10 人,60272981,KeyError,台中市龍井區忠和里台西南路218之1號地圖,其它金屬相關製造,1100萬元
"
群旺消防工程有限公司



", ,20 人,KeyError,KeyError,暫不提供地址,空調╱水機電工程,2995萬元
"
褔裕先進材料股份有限公司



", ,暫不提供員工人數,13150142,KeyError,台南市永康區蔦松三街140巷8弄2號地圖,塑膠／橡膠／合成樹脂製造,7698萬元
"
連甲有限公司



", ,暫不提供員工人數,KeyError,http://lianjia.wixsite.com/html,桃園市蘆竹區內厝村內溪路53-5號地圖,塑膠／橡膠／合成樹脂製造,KeyError
"
精巧紙器有限公司



", ,暫不提供員工人數,KeyError,KeyError,暫不提供地址,紙相關製造,KeyError
"
台灣金利表面材料應用科技有限公司( 昆山峰實電子科技有限公司 )



", ,暫不提供員工人數,KeyError,http://www.kebdt.com,台北市北投區北投路二段13號10樓地圖,其它相關製造,KeyError
"
永豐餘消費品實業股份有限公司



",暫不提供電話 ,暫不提供員工人數,KeyError,http://www.yfycpg.com,台北市中正區重慶南路二段51號16樓地圖,紙相關製造,KeyError
"
亞洲聯合財務有限公司



", ,600 人,KeyError,http://www.uaf.com.hk,香港特別行政區灣仔告士打道138號聯合鹿島大廈21樓地圖,其它投資理財相關,KeyError
"
惠利環氧樹脂有限公司 WELLS EPOXY LIMITED( 惠柏新材料科技(上海)股份有限公司 )



",暫不提供電話 ,暫不提供員工人數,KeyError,http://www.wellsepoxy.com/,香港特別行政區HERMES COMM CTR 4-4A HILLWOOD RD tst KL地圖,化學原料製造,KeyError
"
業晟企業有限公司



", ,暫不提供員工人數,KeyError,KeyError,台南市關廟區布袋里南雄南路58號地圖,其它金屬相關製造,KeyError
"
寬仕工業股份有限公司



", ,100 人,97238228,http://www.kwantex.com.tw,台南市關廟區北花里中正路376巷7號地圖,其它金屬相關製造,1億1000萬元
"
綠升國際股份有限公司



", ,50 人,24864856,KeyError,桃園市桃園區經國路314號2樓(彰濱工業區)地圖,其它化學相關製造,1億元
"
正邦正陽聯合律師事務所



", ,暫不提供員工人數,38745120,KeyError,高雄市前金區中正四路211號11樓之2地圖,工商顧問服務,KeyError
"
春松投資股份有限公司



", ,暫不提供員工人數,16819999,KeyError,高雄市三民區建工路582號3樓地圖,橡膠製品製造,KeyError
"
英鈿工業股份有限公司



", ,150 人,KeyError,http://www.extendforming.com.tw,高雄市路竹區環球路28號地圖,其它金屬相關製造,1億6000萬元
