"訪談日期","部門","new_GeneralInformation","new_Interviewer"
2017-03-29,"會本部. EBS","1.  介紹本會相關服務2.  辦公室設於台北,南部僅為生產中心3. 沈小姐回覆對於本會已有深入了解4. 本處同時建議可以多參加本會的相關研討會","程議鋐"
2017-03-29,"會本部. 展覽業務處","1. 目前公司產品皆以中高端市場為主，既有市場包含歐美、泰國、新加坡及馬來西亞，未來也有意願朝更多新南向國家市場發展，但礙於東南亞關稅過高因此產品銷往當地的量並不高。2. 建議本會所舉辦的採購洽談會或展覽邀請來的買主對象不要只是大廠，也希望多邀請一些海外中小企業買主。","展覽業務處梁雅涵"
2017-03-29,"會本部. 展覽業務處","1. 該公司產品自產自銷；目前市場並不以新南向國家為主，主要朝歐美中高端市場發展，少數產品銷往新加坡及馬來西亞。未來有意願參加外貿協會舉辦/補助的新南向國家拓展團(未指名特定的新南向國家)。2. 建議本會多舉辦新南向國家的拓展團，並提高參與廠商的補助經費。3. 建議本會建立一個雙向回饋機制，將各產業所收集到的產品成功經驗多分享給廠商，如此一來可使中小企業在產品研發上更有效率。","展覽業務處梁雅涵"
2017-03-29,"會本部. 展覽業務處","1. 目前公司行銷方式仍維持以ODM/OEM形式合作，並無有意積極拓展東南亞市場，但未來本會若邀請籌組東南亞參訪活動，公司內部會再評估決定是否參加。2. 展期時間皆可接受，只要不與國內外其他運動用品展撞期就好。但不建議改到下半年，因該產業下半年業務最為繁忙。(該公司也有參展大陸體博會)。3. 建議改善世貿三館展館規劃，相較世貿一館(有2樓座位區)，三館無廠商休息空間，且參觀買主人數較少，下次參展將以世貿一館為主選位。另相較世貿一館參展經驗，希望加強三館篩選參觀買主素質。","展覽業務處展七組戴佳穎"
2017-03-29,"會本部. 展覽業務處","一、展覽概況建議未來三館規劃為中國大陸企業區，讓臺灣能集中在世貿一館。因在一館選不到期望的攤位數及位置，改選擇三館的主走道，但參觀的人潮稀疏且素質參差不齊，並且在館內無法明顯讓國外買主辨識台灣企業與陸資企業。二、市場分析該公司主要出口市場為歐美、澳洲以及部分東南亞; 主要競爭國家為中國大陸。目前新南向國家並非公司重點市場，但仍然有客戶。未來考慮會先以參展方式嘗試進入該市場。三、建議檔期調整至四月，符合產業的採購和生產排程，不建議下半年度，並與中國大陸展覽時間錯開即可。","展覽業務處陳守心"
2017-03-29,"會本部. 展覽業務處","1. 該公司產品拓展全球，新南向國家亦為目標市場。2. 期望檔期維持3月份，因為國外買主已經習慣這個時間來，要改變習慣很難。","展覽業務處黃國倫"
2017-03-29,"會本部. 展覽業務處","1. 該公司以歐美市場為主軸，無意聚焦新南向市場，攤位上買主多為亞洲地區如日本、韓國、中國，期望本會多拓展歐美國家市場如英、法、德、俄、西、義、挪威、芬蘭等，買主補助部分可以再增加更多誘因。2. 該公司認為目前市場趨勢為從健身房器具延伸至居家體育用品。3. 展場公設增加如:展館內牆面廣告、室內掛旗、地貼4. 有關檔期 : 希望展覽舉辦於1月10日-2月初之間，由於客戶都是在年初規劃一整年器材清單及活動，提早辦理展覽有助於客戶購買意願","展覽業務處黃國倫"
2017-03-29,"會本部. 展覽業務處","2017台北國際體育用品展參展廠商訪談(一)主要出口國家以中南美地區、俄羅斯、東歐等全球18個國家。新南向國家中以菲律賓、緬甸、泰國、越南、新加坡及馬來西亞為主要聚焦市場。(二)台北國際體育用品展最恰當的展期為三月。今年展覽買主人數雖然不多，但是多為實客，且還是有新的客人前來詢問。(三)其他改善建議：進場時間太短、走道規劃太多轉彎處、退場時要開放堆高機進入展區","徐佳筠"
2017-03-29,"會本部. EBS","公司主要產品為成衣、塑（橡）膠管材與食品等等這次來資料館找布料相關廠商，目前以歐美市場為主，為開發商兼貿易商，主要已發送文宣來開發廠商，不定期會來辦事處上課，此廠商符合強化出口方案所以有介紹台灣經貿網三年優惠價供其參考。","楊雅棻"
2017-03-29,"會本部. 展覽業務處","2017台北國際體育用品展參展廠商訪談(一)展中有來自俄羅斯、日本、韓國、美國、瑞典、丹麥以及許多東南亞國家的買主拜訪。新南向國家中以菲律賓、印尼、泰國、越南、新加坡及馬來西亞為主要聚焦市場。(二)建議台北國際體育用品展適合檔期為一、二月，因水上用品旺季於夏天，三四月要鋪貨及銷售。另外展場應移至南港展覽館，能有更大的展示空間。(三)希望加強歐美及中東地區國家的宣傳及買主洽邀，目前東南亞買主太多了。","徐佳筠"
2017-03-29,"會本部. 展覽業務處","(一)展中有來自紐西蘭、沙烏地阿拉伯、日本、韓國的買主拜訪。新南向國家中則以馬來西亞為主要聚焦市場。(二)建議台北國際體育用品展適合檔期為三月,惟展覽場地移至南港展覽館，以容納更多廠商，展出類別更加豐富，買主自然更多(三)希望加強中東地區國家的宣傳及買主洽邀(四)建議加強國外展覽的交換宣傳，除了健身展外，還有許多戶外運動展、水上運動展如遊艇展，讓更多國外買主知道台北國際體育用品展。","徐佳筠"
2017-03-29,"會本部. 展覽業務處","1. 展覽規劃：每年參加Cycle展，今年整體規劃與往年相比差異不大，並無特別建議。2. 買主評估：今年在攤位前流動的人潮較去年多，而實際進到攤位詢問產品的參觀者中，大約60%為真正懂得產品的專業客層，但後續有潛力完成訂單的其實不多。以該公司參展的目的而言，像Cycle這樣的展覽是一定不能錯過的，每年必須固定曝光，並不是為了單純接單而參展。3. 目標/潛力市場：目前產品主要外銷歐美高端成熟市場為主，訂單一直以來也都很穩定；新南向市場原則上交由泰國分公司統一經營、布局，另外也已規劃在印尼設廠，但目前尚未投產，預計2018年應可開始(主要競爭對手建大和正新也已進入印尼)。4. 緬甸汽配展：彰化總部是以產品線區分各部門，前來Cycle參展的同仁皆只負責自行車胎部分，以該公司業務分工方式，緬甸汽配展的參展評估應該會由台北分公司外銷部同仁執行。然而以受訪者對公司目前外銷情況的了解，緬甸市場對該公司產品而言仍太低階，參展可能性不高。","展覽處劉湘媛"
2017-03-29,"會本部. 展覽業務處","1. 展覽規劃：今年整體宣傳做得比去年好，展場也未發生像去年主辦單位意外關閉冷氣導致場內過於悶熱的插曲；此外，今年攤位位置較去年好，剛好在N區入口主走道的第一個右轉道，攤位前人潮較去年多，因此今年參展整體“感覺”較去年為佳。2. 買主評估：往年來到攤位的國外買主以義大利、泰國居多，今年則以德國買主最多。希望主辦單位廣為洽邀新興市場買主。以該公司產品而言，成熟市場幾已飽和，買主開發潛力很低，像他們這樣的臺灣廠商(傳統臺灣中小企業思維，捨不得也無太大能力投入研發及行銷)，未開發的落後國家市場是最大機會。3. 目標/潛力市場：目前公司主要外銷市場仍以歐美為主，但做得越來越辛苦，歐洲近年因景氣不佳，各國產品的價格競爭成為趨勢，而臺灣產品價格競爭力遠遠不如中國大陸，導致流單情形增加。以往中國大陸產品價格低但品質差，一直為歐美買主所詬病，然近幾年中國產品品質日漸進步，雖然[儀器]精確度及售後服務仍不如臺灣廠商，但逐漸為部分要求不那麼高的歐美買主接受，成為臺灣廠商外銷非常大的阻礙。這兩年因日、韓與中國大陸的外交關係惡化，造成這兩國買主轉單至臺灣廠商的現象明顯，該公司也因此受惠。新南向市場：泰、馬已有分公司，印尼有代理商；未來則考慮柬埔寨市場。4. 緬甸機電展：緬甸改革腳步仍太緩慢，基本上目前不會再主動前往。","展覽處劉湘媛"
2017-03-29,"會本部. 展覽業務處","1. 展覽規劃：無特別建議。2. 買主評估：今年到攤位的參觀者較去年多出許多，主因可能是所有南港的廠商之中只有兩家展出補胎工具組，該公司為其一。雖不知人潮是否能成為“買主”，但攤位人氣熱絡，感覺很好。以買主國籍來看，韓國買主最多。3. 目標/潛力市場：出口仍主打歐美市場，因為該公司產品在東南亞市場的價格競爭力太低(許多臺灣廠商的困境)。該公司除了臺灣的Cycle, AMPA展之外，並未定期參加其他國外展覽(因預算有限)，海外市場的拓銷最主要仰賴B2B電商平台如阿里巴巴和台灣經貿網，接單效果很不錯。4. 緬甸汽配展：以目前該公司外銷目標，緬甸並不在計畫內。","展覽處劉湘媛"
2017-03-29,"會本部. 展覽業務處","1. 展覽規劃：今年首次參加Cycle展，往年只參加AMPA，自行車相關產品是近兩年新的研發(其實只是更改一些成分和換新包裝)。由於首次參展，只能被安排在世貿一館H區，但動線規劃不佳，攤位附近剛好是H區盡頭，設置了禁止非參觀者進入的紅龍，導致人潮不會往該公司攤位移動，希望主辦單位下屆規劃動線時能盡量考慮到所有廠商。2019年南港二館若啟用，希望主辦單位能將H區廠商全部移至南港展出。2. 買主評估：因人潮少，到攤位的參觀者也很少。就買主國籍而言，展覽前三天有日本、韓國及伊朗買主。3. 目標/潛力市場：外銷以歐洲市場為主，自行車相關產品是新的嘗試，目前仍以汽機車潤滑劑為產品主軸。緬甸市場目前正在尋找/洽談代理商，公司規模不大，參展成本太高，希望透過代理商經營當地市場即可。4. 緬甸汽配展：暫時不考慮，正積極尋找代理商。","展覽處劉湘媛"
2017-03-29,"會本部. 展覽業務處","1. 展覽規劃：今年攤位位置不佳，被分配在角落，人潮比往年少很多。每年皆使用6個攤位，但攤位位置卻每年不同，雖然主辦單位表示攤位分配需視其他參展商的攤位數、報名先後順序等決定，但為什麼有些廠商(如：百洲)每年都能夠在一樣的位置？希望代為反映。2. 買主評估：進場觀展的人潮不多，其實每年參加TaiSPO，大部分是在與現有客戶互動交流，真正從展覽而來的新增買主很少。3. 目標/潛力市場：公司產品主要外銷日本和韓國，日本市場原以小型按摩器為主，近兩年則陸續將高階按摩椅打入當地市場，而在南韓，tokuyo目前已是最大的按摩椅廠商。新南向市場：公司在印尼已設有辦公室，在緬甸也已經有代理商，而與越南代理商joint venture的河內產品展售中心剛在今年3月初盛大開幕，我國駐越南代表也現身站台打氣。未來兩年越南市場會是布局東協的主力，很看好公司產品在當地的銷售潛力。","展覽處劉湘媛"
2017-03-29,"會本部. EBS","1.應雪梨辦事處蔡主任委託，安排採購大會澳洲買主Aussie Baby Mr. Paul Huang於會後近期進行訪廠安排，賴董事長表示，下周可以安排訪廠。將與買主協調後安排訪廠時間。2.統資去年度有詢問評估到越南設廠一事，日前已提供越南台灣形象展供參，訪談中，希該公司可以評估參展可行性，賴董事長表示，會與業務評估參展並考察當地的投資環境，會儘速回應。","陳玫伶"
2017-03-29,"會本部. 展覽業務處","目前出口市場仍以歐美國家為主，暫不考慮配合新南向政策。台灣國際醫療展的分類較雜，與產業趨勢相關的活動比較少，外國參展廠商及買主也較少。參加台灣國際醫療展，攤位來訪的買主仍以本地買主為多。近兩年產業發展的主要趨勢為ICT；AI、Big Data及Networking。目前的主要競爭國家為中國大陸，國內競爭對手不多。以外銷市場來說，目前中東是百視美最感興趣的市場，所以也參加了杜拜的展覽。之前參加台灣國際醫療展有成功接洽到歐洲的ODM。","黃郁庭"
2017-03-29,"會本部. 展覽業務處","目前並未因應政府政策方針而以新南向國家為主要市場。台灣國際醫療展的外國廠商較少，應增加海外宣傳，希望能多邀請日本、馬來西亞及歐美國家來台。近兩年的產業發展主要趨勢為預防醫學(Overtreatment所致)。目前有跟阿瘦合作有關footcare的專案。目前的主要出口市場仍以亞洲為主，日本及新加坡為最。目前的競爭對手以國內的業者為主，如ARDK及安拓。以外銷市場來，目前歐洲市場仍是業者最感興趣或是有潛力可以開發的。","黃郁庭"
2017-03-28,"會本部. 市場拓展處(原)","1.邑錡公司（Brinno）在2003年成立，在2009年預見影像市場的高增長前景，特別是“縮時攝影”將受益於行動網路寬頻提升與雲端儲存普及，即時分享影像短片將蘊藏巨大潛在商機，遂結合設計經驗、電池續航力和影像處理技術的核心競爭力，自行研發在商業、個人休閒生活都能廣泛應用的“縮時攝影”攜帶式單體機，以Brinno自有品牌推向全球市場。2.該公司簡化“縮時攝影”技術，並結合相關軟、硬體功能，整合成為單體機，突破傳統“縮時攝影”費時、費力、費錢的瓶頸，成就了即拍、即縮、即看的全新用戶體驗。讓大眾消費者能夠在拍攝“縮時”時，輕鬆享受優質與專業感的無窮樂趣。該公司主力品牌產品包括多用途“縮時攝影”相機（TLC系列）、智慧防盜貓眼攝影機（PHV系列），以及攜帶式監控攝影機（MAC系列）。3.主要拓銷為歐美市場，銷售通路遍佈全球50多國。對於本會活動非常支持，每年積極參與本會辦理之洽談會與展會，2015年及2016年參與本會活動逾40場，包含國外展團(2015年日本DIY展、2016年英國安全科技展)、採購洽談(美國商機日、南亞商機日、巴西商機日、產業聚落商機日等)、國內展覽(2016年台北國際電腦展)，以及自2011年起參加全球採購夥伴大會至今年共7次。4.該公司於2014及2015年參加本會籌組之日本DIY展參展團，後續成功尋獲日本代理商，產品並於當地知名BIG CAMERA等多個Homecenter銷售。2016年由代理商參展DIY展，該公司擔任協助角色。今年仍具參展潛力，將續與該公司聯繫並爭取參加本會之參展團。5.因該公司產品(縮時相機)已與多個展覽公司與公協會合作，於展會期間架設於展館多處，其結果可提供主辦單位確認是否符合當初如人流等展務規畫，並可提供主辦單位展覽影片作為後續宣傳用途，因此希望能與本會展覽處及拓展處相關主管會面，推介產品並了解合作可行性。6.該公司擬加強拓銷東南亞與印度市場，承辦人已提供東南亞形象展相關資料做為參考。","市拓處展服組朱湘綺"
2017-03-28,"會本部. 市場拓展處(原)",NA,"拓展處展覽服務組朱湘綺"
2017-03-28,"會本部. EBS",". 主要產品: 睡棉撲滿 (3C 用品)，主要銷售以國內市場為主，自今年(2017年)將規劃拓銷海外市場. 2016年參加台灣國際銀髮族暨健康照護產業展，但效果不彰. 擬拓銷馬來西亞/汶萊/新加坡，目前經由當地代理商推廣產品. 本處介紹貿協業務及提供新南向市場商機系列講座，公司將派員來聽講座吸取最新的資訊","林希玲"
2017-03-28,"會本部. EBS",". 主要生產產品有汽車後視鏡、後視鏡車燈及後視鏡其他相關產品。目前公司擁有三個生產據點，台南一廠、台南二廠及彰化廠. 初期主攻歐洲售後服務市場，而後逐漸擴大開發日系及韓系歐規汽車後視鏡，目前銷售遍及於歐洲、北美、中南美洲、非洲及部分亞洲地區國家. 擬拓銷越南/柬埔寨/印度/紐西蘭/澳洲. 拓銷海外市場方式: 參加展覽及參加貿易訪問團或產業拓銷團","林希玲"
2017-03-28,"會本部. EBS","1. 早期從事不銹鋼板剪裁、加工製造，後來跨入不銹鋼板冷軋生產，成為台灣不銹鋼冷軋板材供應商2. 該司主要事以內銷為主，外銷約佔2成3. 介紹本會相關服務，並建議該商可以多使用本會服務","程議鋐"
2017-03-28,"會本部. 展覽業務處","1. 該公司以歐美國家的市場為主，無意拓展至新南向國家。2. 對展覽館首次使用門禁系統表示，因為到國外參展也都要刷門禁，使用上不塞車即可接受。3. 希望過濾買主時能夠再嚴謹一點，避免非相關業者的人進入展場中。","展覽業務處張<U+5A81>涵"
2017-03-28,"會本部. 展覽業務處","1. 該公司原本就有經銷商代理在泰國、新加坡、馬來西亞等國家，目前沒有特別意願向新南向國家拓展新的市場。參展主要目的在維繫舊有的客戶，培養品牌忠誠度，但也希望能成功開拓新的市場。2. 舊版的官網首頁有較多的產品資訊，新版的官網首頁反而沒有產品資訊，希望能修改首頁的產品圖片陳列方式，以增加曝光度。3.  展場內地毯及線路不平整，建議統一貼齊，避免參觀者絆倒。","展覽業務處張<U+5A81>涵"
2017-03-28,"會本部. 展覽業務處","公司產品外銷全球，尤以歐美國家為主，東南亞地區本也有固定客戶，本次展覽有邀請東南亞廠商前往參觀，但皆無來台；未來視情況有可能優先轉往大陸市場。展覽時間維持或更動都無妨，但若改到下半年更好，因上半年較多國際大型體育用品展會活動，尤其希望與大陸體博會時間錯開，避免買主容易做產品比價，對國內廠商銷售較為吃虧。","展覽業務處戴佳穎"
2017-03-28,"會本部. 展覽業務處","一、展覽概況(一)展覽規劃(台灣國際專業展)本展目前展區分類是否需要調整以更符合參展需求?1.三館需針對產品性質分區規劃，避免大型健身器材與小型的配件攤位穿插安排，顯得館內混雜而沒有主題性。2.因臺灣品牌與陸資的產品質量、市場定位即鎖定的客群不同。場地規劃應更明確的區分陸資企業，避免在展場直接的價格比較。本展目前宣傳可加強哪些地區較符合產業需求??期望能針對東南亞等國家增加當地廣告，增加臺灣品牌認知度。(二)買主評估(國別、數量、素質)1. 貴公司目標市場為何? 攤位來訪買主來自哪些國家/地區?公司今年目標市場：東南亞、新興國家。今年展期間東南亞的買主明顯增加，且相較去年更有意願洽談訂單。而印度買主則減少趨勢，歐美更是逐年銳減。二、市場分析(一)產業發展趨勢體育用品產業發展成熟。(二)主要出口市場貴公司目前主要出口市場為何?歐美、中東及今年重點市場東南亞等新興國家。(三)主要競爭國家及重要競爭業者分析中國大陸削價進爭。且近期因(人民幣貶值，新台幣升值)匯率差異高達7~8%。(四)潛力市場以外銷市場來說，目前哪些市場是業者最感興趣或有潛力可開發的?貴公司目前市場是否以新南向國家為主?今年的重點目標市場為東南亞等興新市場，如印尼、緬甸。期望積極投入。三、「台北國際體育用品展」適當的檔期應安排於哪一月份最適當 ? 原因為何 ?三月，符合產業的採購與生產時程。若展期有大幅度的變化，第一年會相當混亂。而過去兩年讓中國大陸的展期重疊，影響到買主停留洽談的意願","展覽業務處陳守心"
2017-03-28,"會本部. 展覽業務處","(一)網站需求1. Taipei Cycle網站使用起來尚為順暢，也容易找到資訊。2. 業務會邀請潛在買主來訪，但未提供線上預登連結。(二)買主評估(國別、數量、素質)1. 主要出口市場以西歐之德國、荷蘭、瑞士為主。2. 此次來訪攤位的買主以德國、荷蘭、西班牙、美國為大宗，買主國籍與期望發展的市場極為相符。3. 統達能源多為客製化高階產品，目前無意聚焦以低價為主的新南向國家。(三)適當檔期並無偏好10月或是3月，但不希望與台中週衝突。","展覽業務處李德筠"
2017-03-28,"會本部. 展覽業務處","(一)網站需求1. 並無使用Taipei Cycle的網站。2. 不清楚且未使用過預登連結，但業務會邀請潛在買主來訪。(二)買主評估(國別、數量、素質)1. 主要出口市場以西歐為主，文化及消費力因素為導向。2. 此次來訪攤位的買主以中國及韓國居多，有少數日本及澳洲買主，希望可增加美洲買主來訪的比例。3. 因低價競爭因素，目前無意聚焦新南向國家。(三)適當檔期1. 10月的檔期比3月好，因為客戶多為年底下單。2. 11月為台中週，明年檔期有分散客源之疑慮。且台中週對廠商有功能性的意義，勢必Taipei Cycle及台中週兩場都要參加。","展覽業務處李德筠"
2017-03-28,"會本部. EBS","1.陪同貿有公司趙慧蓮副總及陳永信先生前往拜訪。2.馬總幹事表示，造船公會將協助向其會員廠商宣傳漁業展，屆時請主辦單位協助將其會員廠商攤位集中一區，劃定為造船公會廠商專區，公會則將以一個攤位展出以服務廠商。3.貿有公司極力推薦中信造船公司今年可參加漁業展，韓董事長表示，因近年遠洋漁業較為萎縮，大型漁船需求減少，況且鄰近國家大型漁船船東亦大多已知道該公司。再者，該公司主力將擺在籌辦明年「高雄國際海事船舶暨國防工業展」，該展預計舉辦日期為11月，時間接近本會漁業展，故中信公司將不再參加漁業展。","劉智瑋"
2017-03-28,"會本部. 國際企業人才培訓中心",NA,"林鳳珠組長、梁勝威專員"
2017-03-28,"會本部. 國際企業人才培訓中心","本(2017)年3月17日中貿國際參加培訓中心辦理之人才媒合會新竹場後，已確定聘用二年期日語組徐承磊、林大慶、賴廷妮、羅傑品等4名學員，經該公司3個月on-job training後，將成為該公司負責海外市場的業務尖兵。訪談重點如下：一、中貿已連續4年至本中心徵才，陸續聘用逾30位校友在該公司服務，負責開拓海外市場中貿國際於2013年得知培訓中心提供企業人才相關媒合服務，即開始前來徵才，爾後連續4年參加培訓中心辦理的人才媒合系列活動，已陸續聘用逾30位ITI畢業生。中貿國際趙家順副總經理表示，過去幾年該公司曾辦理公開招考，但錄取的人員素質參差不齊，培訓中心的學員經過公開考試甄選、又受過完整訓練，是兼具語言能力跟即戰力的優秀人才，因此該公司認為來ITI徵求更有效率。二、中貿國際搶攻東協及南亞市場，倚重培訓中心校友隨著東協及南亞市場益趨重要，中貿國際亦積極評估於東協及南亞各國開設據點，培訓中心校友是該公司倚重的海外戰將，以國企班二年期俄語組龔百悅校友為例，渠因近年來參與設立印度孟買據點籌備工作及前往全球各地評估設立據點之前置作業，工作表現深獲認可，將於本年年底外派越南廠區；而國企班二年期英語組校友黃禹達及莊旻熹亦受中貿重用，兩位校友已於去年派駐印度孟買共同開發新興市場。三、培訓中心校友為中貿國際開拓全球市場屬於傳統產業的中貿國際，為因應全球市場快速變遷，對於能成為職場即戰力的人才需求孔急。趙家順副總經理表示，ITI學員語言能力可直接與職場接軌，僅需經內部培訓1至3年，熟悉產品及業務流程後，即可外派至海外開拓市場。目前於該公司服務之校友多為負責全球各區域客戶之國外業務，其中有6位ITI校友表現優異，獲派赴海外據點，對於該公司業務拓展貢獻良多，包括國企班二年期西語組簡從文校友，其西語能力及工作表現深受中貿器重及肯定，已於本年5月外派墨西哥、國企班二年期日語組校友黃偉鉑及賴郁仁派駐日本、一年期英語組校友黃品豪則派駐於中國上海。國企班校友成功為該公司開拓經營海外各據點，已成中鋼集團拓展全球市場之重要力量。","林鳳珠組長、梁勝威專員"
2017-03-28,"會本部. 展覽業務處","台灣國際醫療展的參觀人數較其他國外展為少，因此多半會參加德國的展覽，但台灣國際醫療展的日本買主多(重視品質與設計)。由於台灣逐漸成為人口高齡化的社會，近兩年的產業發展趨勢為健身醫療、老年照護及運動預防，而不只是復健而已。目前的主要出口市場為中東、美日及東南亞。主要的競爭對手以歐美國家為主(復健產品)，但目前市面上仍少有老年運動的相關產品。有老人的地方就有市場，全球市場都是可以開發的市場。","黃郁庭"
2017-03-27,"會本部. 市場拓展處(原)","2017.3.9 榮田精機 陳松田董事長本屆展出效果不錯，景氣有<U+65A6>回升，買主都來，也有很多回頭客。主要市場為中國大陸佔40%，其他歐美。優勢在於高<U+9244>、風機、目前已切入航太。","市拓處機械化工組蕭欽沈組長、葉青蓉、簡姵如、賴雅婷、鄭婕理"
2017-03-27,"會本部. 市場拓展處(原)","一、川佳機械為我國造紙機械大廠，近年電子商務興起致使紙類需求下降，加上張金德董事長有感於環保之重要性及循環經濟之商機，故轉型開發「生質燃料棒(RDF)」製造機，可將玉米桿、甘蔗渣、 棕櫚渣、稻穀、麥稈、廢木材片等農林廢棄物重製成RDF以作為燃料，此外並開發燃燒RDF之發電機組，目前川佳正計畫於屏東設立「熱電聯廠」，完整展示由農林廢棄物重製成RDF並藉此發電之一條龍系統整合應用，預計今年底完成。二、川佳目前工廠位於八德，另在中國大陸南北亦有設廠，惟核心技術及系統整合Know-how均在台灣，其競爭優勢在於對氣電共生系統設計之了解較深，例如如何設計燃燒爐以使燃燒效率較佳，此外，川佳更研發專利的移動式RDF製造機，可現場將農林廢棄物製成RDF，節省運輸成本。三、川佳主要客戶群為糖廠、棕櫚油廠、木材加工廠、家具廠等會產生農林廢棄物者，目前外銷市場包括東南亞(以RDF為主)及非洲、中南美洲(以RDF製造機為主)，另因印尼及馬來西亞擁有大量棕櫚渣，故希望針對此兩國加強推廣熱電聯廠之整廠輸出，希望本會協助尋找代理商。另當地尚無針對生質能源之完整配套政策(例如鍋爐尚未禁止燒煤、電費補貼制度尚不足等)，川佳目前已與印尼政府洽商，期望在屏東示範區完成後可用以遊說以加強推廣力道。四、川佳魏承洋協理另表示在拓銷上往往需要融資，希望我政府可比照日韓作法，由政府出面擔保促使輸出入銀行提供足資金。","王熙蒙副秘書長、鄒慧玲組長、陳建銘高專"
2017-03-27,"會本部. 展覽業務處","1.該公司主要產品為碳纖車架，並分OEM與自有品牌經營，OEM部分主要拓銷市場為歐美國家，而自有品牌DIZO則以開發亞洲市場為主，主要目標國家有大陸、日本，及南向國家中的馬來西亞及泰國。2.該公司認為台灣近年在碳纖技術上的競爭優勢，已逐漸被大陸拉近差距，目前尚存優勢為台灣之人力素質及良率較佳，但在技術層面與大陸已差距不大的狀況下，已受到大陸代工業者價格競爭上瓜分市場的潛在危機。3.該公司除參加台北自行車展外，另參加上海自行車展及歐洲Eurobike展。上海展為其自有品牌拓展大陸市場的重要場合，Eurobike展則主要與OEM品牌客戶洽談。台北展較屬綜合性展覽，該公司OEM及自有品牌團隊都派員參加。該公司本年攤位於南港展館南側戶外攤位，表示台北展為其品牌露出的重要平台，希望日後有機會進駐南港室內展區，並擴大攤位規模。4.該公司亦參加台中自行車週，對於2018年台北自行車展調整檔期與台中自行車週時間接近，表示中小型廠商將面臨二擇一或人力調度安排的困擾。","展覽業務處李宜靜"
2017-03-27,"會本部. EBS","本會拜訪人員: 黃志芳董事長、葉明水秘書長、展覽業務處康益智處長、行銷專案處陳英顯處長、市場拓展處邱揮立處長、台南辦事處陶建國主任、許伯禕專員(紀錄)、陳玫伶小姐、程議鋐先生。聚恆科技股份有限公司出席人員: 周恒豪董事長、周恒安副總經理、總經理室陳璽文執行副總經理、總經理室企劃管理處周曉艷博士、周恒守協理、行銷部黃志杰經理Q1:政府將如何協助太陽能業者取得海外市場或新南向國家商機? 本會答覆:　政府將從三個角度: P(People，人才)、M (Money，融資)及I(Business Information，資訊)協助業者取得商機。(1)人才: 本會在北、中、高設有國際人才培訓中心，培訓優秀貿易人才與語言人才，聚恆科技可多加利用。　（已提供ＩＴＩ人才資訊)(2)融資: 業者可透過中國輸出入銀行等取得資金。  (已提供中國輸出入銀行台南分行聯絡方式 及邀請參加中國輸出入銀行辦理活動訊息)(3)資訊: 已指示本會海外駐點除收集一般產業新聞外，另加強收集產業深度資訊，並提供給業者參考應用。業者如有其他資訊需求，亦可聯繫本會駐外單位請求協助。 (已提供本會各海外駐點查詢網站)Q2: 聚恆科技表示太陽能發電業者於海外設立電廠需要大量資金，希望政府能協助背書，協助取得台灣銀行低利融資。本會答覆:　政府無法直接為民間業者背書，但可協助介紹可提供融資的銀行。中國輸出入銀行過往對於融資相對保守，新政府上任後，要求該行將融資列為重點作業，該行融資態度上亦有大幅轉變，建議聚恆科技可再與該行聯繫。","黃志芳董事長、葉明水秘書長、名單詳記錄、紀錄台南辦事處許伯禕專員"
2017-03-27,"會本部. 市場研究處(原)","該公司作為台灣食品製造商的品牌/行銷/分銷機構的角色已超過12年。除了從事台灣食品經銷及通路經營外，本身亦有自有品牌醬油及各式醬料的生產分銷，並具有中央廚房，也能從事代工生產（OEM）服務。該公司對於台灣食品產業具有相當的熟悉度，目前也已代銷多樣台灣產品，例如水果醋、各式醬料、台灣米酒等。該公司採取的策略是將台灣作為食品研發中心，而該公司在新加坡的角色則負責整個東南亞市場的行銷及分銷功能，如此分工以確保各自在專業化的努力及專精。該公司在新加坡的通路布局相當多元，除了當地主要的超市通路（如NTUC、Sheng Siong昇菘）之外，包括中藥店也可鋪貨銷售水果醋，補品店可鋪貨銷售海產相關食品。合作項目：(1)具有品牌/行銷/通路資源，可協助台灣食品於新加坡、馬來西亞等東南亞市場之經銷及通路布局，歡迎台灣食品業者與其聯繫；(2)具有物流資源、發貨中心及中央廚房，歡迎台灣食品業者與其洽談合作模式；(3)可協助台灣產品布局新加坡清真產品市場，並拓展至東南亞及中東的清真市場。","林瑋琦"
2017-03-26,"會本部. 市場研究處(原)","拓銷穆斯林市場須知、虛實通路分析、如何建立「伊斯蘭品牌」、穆斯林市場未來可發展的產業商機","蕭君容"
2017-03-25,"會本部. 展覽業務處","1. 針對明年展覽的規劃動態進行說明。2. 雖然明年調整檔期，但是荷蘭總部表示會繼續支持。3. 該公司母公司為荷蘭最大自行車集團，旗下多是高檔自行車品牌，目前暫無規劃耕耘南向市場。","巫宜學"
2017-03-25,"會本部. 展覽業務處","1. 參加由德國電動車協會Extraenergy籌組的電動車試騎區，對於效果感到滿意。2. 希望之後能獨立參加，展示公司自有品牌。","巫宜學"
